Case_Id,Timestamp,Activity,Blockname,Type,1st-param,2st-param,3st-param,4st-param
ExB_grandi_2018_LiceoGalilei2, 19, Delete blockname Ultrasonic Sensor, Ultrasonic Sensor, Distance CM = 143, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 19, Delete blockname Ultrasonic Sensor Compare CM, Ultrasonic Sensor Compare CM, Comparison = 4, Threshold = 25, Port = 104,nan,nan
ExB_grandi_2018_LiceoGalilei2, 20, Change Distance CM, Ultrasonic Sensor, Distance CM = 45.6, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 20, Change a, Compare, GreaterThan, a = 45.6, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 21, Change Distance CM, Ultrasonic Sensor, Distance CM = 39.9, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 21, Change a, Compare, GreaterThan, a = 39.9, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 22, Change Distance CM, Ultrasonic Sensor, Distance CM = 81, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 22, Change type EqualTo, Compare, EqualTo, a = 81, b = 25, Result = 0,nan
ExB_grandi_2018_LiceoGalilei2, 22, Delete blockname MoveSteering, MoveSteering, OnUnlimited, Speed = 75, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei2, 22, Delete blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 23, Change Distance CM, Ultrasonic Sensor, Distance CM = 103.8, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 23, Change type GreaterThanEqualTo, Compare, GreaterThanEqualTo, a = 103.8, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 23, Add blockname MoveSteering, MoveSteering, OnUnlimited, Speed = 18, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei2, 23, Add blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 24, Change Distance CM, Ultrasonic Sensor, Distance CM = 41, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 24, Change a, Compare, GreaterThanEqualTo, a = 41, b = 26, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 24, Change b, Compare, GreaterThanEqualTo, a = 41, b = 26, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 25, Change Distance CM, Ultrasonic Sensor, Distance CM = 75.8, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 25, Change a, Compare, GreaterThanEqualTo, a = 75.8, b = 26, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 26, Change a, Compare, GreaterThanEqualTo, a = 77, b = 26, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 27, Change Distance CM, Ultrasonic Sensor, Distance CM = 50.4, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 27, Change a, Compare, GreaterThanEqualTo, a = 50.4, b = 27, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 27, Change b, Compare, GreaterThanEqualTo, a = 50.4, b = 27, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 28, Change Distance CM, Ultrasonic Sensor, Distance CM = 75.8, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei2, 28, Change a, Compare, GreaterThanEqualTo, a = 75.8, b = 26.3, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 28, Change b, Compare, GreaterThanEqualTo, a = 75.8, b = 26.3, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 29, Change a, Compare, GreaterThanEqualTo, a = 75, b = 26.9, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 29, Change b, Compare, GreaterThanEqualTo, a = 75, b = 26.9, Result = 1,nan
ExB_grandi_2018_LiceoGalilei2, 29, END CASE_ID,,,,,,
ExB_grandi_2018_LiceoGalilei3, 0, START CASE_ID,,,,,,
ExB_grandi_2018_LiceoGalilei3, 0, Add blockname Ultrasonic Sensor, Ultrasonic Sensor, Distance CM = 46.2, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 0, Add blockname Compare, Compare, GreaterThan, a = 46.2, b = 50, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 0, Add blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 1, Change a, Compare, GreaterThan, a = 49.8, b = 50, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 2, Change Distance CM, Ultrasonic Sensor, Distance CM = 68.9, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 2, Change a, Compare, GreaterThan, a = 68.9, b = 50, Result = 1,nan
ExB_grandi_2018_LiceoGalilei3, 2, Change Result, Compare, GreaterThan, a = 68.9, b = 50, Result = 1,nan
ExB_grandi_2018_LiceoGalilei3, 2, Add blockname Sound, Sound, Play File, FileName = Cat purr, Volume = 100, Play Type = 0,nan
ExB_grandi_2018_LiceoGalilei3, 3, Change Distance CM, Ultrasonic Sensor, Distance CM = 81.2, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 3, Change type NotEqualTo, Compare, NotEqualTo, a = 81.2, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei3, 3, Change blockname to MoveSteering, MoveSteering, OnUnlimited, Speed = 51, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei3, 4, Change a, Compare, NotEqualTo, a = 83.4, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei3, 5, Change Distance CM, Ultrasonic Sensor, Distance CM = 66.8, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 5, Change Speed, MoveSteering, OnUnlimited, Speed = 40, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei3, 5, Change a, Compare, NotEqualTo, a = 66.8, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei3, 6, Change Distance CM, Ultrasonic Sensor, Distance CM = 89.3, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 6, Change Speed, MoveSteering, OnUnlimited, Speed = 75, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei3, 6, Change type EqualTo, Compare, EqualTo, a = 89.3, b = 25, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 7, Change Distance CM, Ultrasonic Sensor, Distance CM = 78, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 7, Change a, Compare, EqualTo, a = 78, b = 25, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 7, Change Speed, MoveSteering, OnUnlimited, Speed = 30, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei3, 8, Change a, Compare, EqualTo, a = 76.6, b = 25, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 9, Change Distance CM, Ultrasonic Sensor, Distance CM = 101.2, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 9, Change type LessThanEqualTo, Compare, LessThanEqualTo, a = 101.2, b = 25, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 9, Add blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 9, Add blockname MoveSteering, MoveSteering, Off, MotorPort = 123,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 10, Change Distance CM, Ultrasonic Sensor, Distance CM = 88.6, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 10, Change Speed, MoveSteering, OnUnlimited, Speed = 20, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei3, 10, Change a, Compare, LessThanEqualTo, a = 88.6, b = 26, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 10, Change b, Compare, LessThanEqualTo, a = 88.6, b = 26, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 11, Change Distance CM, Ultrasonic Sensor, Distance CM = 105.4, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 11, Change a, Compare, LessThanEqualTo, a = 105.4, b = 27, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 11, Change b, Compare, LessThanEqualTo, a = 105.4, b = 27, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 12, Change Distance CM, Ultrasonic Sensor, Distance CM = 44.3, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 12, Change a, Compare, LessThanEqualTo, a = 44.3, b = 27, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 13, Change Distance CM, Ultrasonic Sensor, Distance CM = 86.1, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 13, Change a, Compare, LessThanEqualTo, a = 86.1, b = 27, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 14, Change Distance CM, Ultrasonic Sensor, Distance CM = 72.2, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 14, Change a, Compare, LessThanEqualTo, a = 72.2, b = 27, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 15, Change Speed, MoveSteering, OnUnlimited, Speed = 15, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei3, 15, Change Distance CM, Ultrasonic Sensor, Distance CM = 42.7, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 15, Change a, Compare, LessThanEqualTo, a = 42.7, b = 27.3, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 15, Change b, Compare, LessThanEqualTo, a = 42.7, b = 27.3, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 16, Change Distance CM, Ultrasonic Sensor, Distance CM = 73.5, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 16, Change a, Compare, LessThanEqualTo, a = 73.5, b = 27.2, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 16, Change b, Compare, LessThanEqualTo, a = 73.5, b = 27.2, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 17, Change Distance CM, Ultrasonic Sensor, Distance CM = 51.5, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 17, Change a, Compare, LessThanEqualTo, a = 51.5, b = 27.05, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 17, Change b, Compare, LessThanEqualTo, a = 51.5, b = 27.05, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 18, Change a, Compare, LessThanEqualTo, a = 46.9, b = 27.05, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 19, Change a, Compare, LessThanEqualTo, a = 49.1, b = 27.05, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 20, Change Distance CM, Ultrasonic Sensor, Distance CM = 72.6, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei3, 20, Change a, Compare, LessThanEqualTo, a = 72.6, b = 27.05, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 22, Change a, Compare, LessThanEqualTo, a = 72.2, b = 27.05, Result = 0,nan
ExB_grandi_2018_LiceoGalilei3, 22, END CASE_ID,,,,,,
ExB_grandi_2018_LiceoGalilei4, 0, START CASE_ID,,,,,,
ExB_grandi_2018_LiceoGalilei4, 0, Add blockname Ultrasonic Sensor, Ultrasonic Sensor, Distance CM = 255, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 0, Add blockname Compare, Compare, GreaterThan, a = 255, b = 50, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 0, Add blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 0, Add blockname Sound, Sound, Play File, FileName = Dog growl, Volume = 100, Play Type = 0,nan
ExB_grandi_2018_LiceoGalilei4, 0, Add blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 1, Change Distance CM, Ultrasonic Sensor, Distance CM = 103.6, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 1, Change a, Compare, GreaterThan, a = 103.6, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 1, Change b, Compare, GreaterThan, a = 103.6, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 1, Change blockname to MoveSteering, MoveSteering, OnForRotations, Rotations = 1, Speed = 35, Steering = 0, MotorPorts = 123
ExB_grandi_2018_LiceoGalilei4, 2, Change Distance CM, Ultrasonic Sensor, Distance CM = 21.2, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 2, Change a, Compare, GreaterThan, a = 21.2, b = 25, Result = 0,nan
ExB_grandi_2018_LiceoGalilei4, 2, Change Result, Compare, GreaterThan, a = 21.2, b = 25, Result = 0,nan
ExB_grandi_2018_LiceoGalilei4, 2, Delete blockname MoveSteering, MoveSteering, OnForRotations, Rotations = 1, Speed = 35, Steering = 0, MotorPorts = 123
ExB_grandi_2018_LiceoGalilei4, 2, Delete blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 3, Change Distance CM, Ultrasonic Sensor, Distance CM = 104.4, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 3, Change a, Compare, GreaterThan, a = 104.4, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 3, Change Result, Compare, GreaterThan, a = 104.4, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 3, Add blockname MoveSteering, MoveSteering, OnUnlimited, Speed = 40, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei4, 3, Add blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 4, Change Speed, MoveSteering, OnUnlimited, Speed = 37, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei4, 4, Change type GreaterThanEqualTo, Compare, GreaterThanEqualTo, a = 103, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 4, Add blockname MoveSteering, MoveSteering, Off, MotorPort = 123,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 5, Change type GreaterThan, Compare, GreaterThan, a = 103.6, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 5, Change Speed, MoveSteering, OnUnlimited, Speed = 15, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei4, 6, Change Distance CM, Ultrasonic Sensor, Distance CM = 89.1, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 6, Change Speed, MoveSteering, OnUnlimited, Speed = 1, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei4, 6, Change a, Compare, GreaterThan, a = 89.1, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 6, Delete blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 6, Delete blockname MoveSteering, MoveSteering, Off, MotorPort = 123,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 7, Change Distance CM, Ultrasonic Sensor, Distance CM = 32.9, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 7, Change a, Compare, GreaterThan, a = 32.9, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 8, Change Speed, MoveSteering, OnUnlimited, Speed = 10, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei4, 8, Change Distance CM, Ultrasonic Sensor, Distance CM = 79.2, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 8, Change a, Compare, GreaterThan, a = 79.2, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 8, Add blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 8, Add blockname MoveSteering, MoveSteering, Off, MotorPort = 123,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 9, Change Distance CM, Ultrasonic Sensor, Distance CM = 60.9, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 9, Change a, Compare, GreaterThan, a = 60.9, b = 25, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 10, Change Distance CM, Ultrasonic Sensor, Distance CM = 87.9, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 10, Change a, Compare, GreaterThan, a = 87.9, b = 26, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 10, Change b, Compare, GreaterThan, a = 87.9, b = 26, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 11, Change Distance CM, Ultrasonic Sensor, Distance CM = 74.3, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 11, Change a, Compare, GreaterThan, a = 74.3, b = 25.5, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 11, Change b, Compare, GreaterThan, a = 74.3, b = 25.5, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 12, Change a, Compare, GreaterThan, a = 72.6, b = 25.8, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 12, Change b, Compare, GreaterThan, a = 72.6, b = 25.8, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 13, Change type EqualTo, Compare, EqualTo, a = 75, b = 25, Result = 0,nan
ExB_grandi_2018_LiceoGalilei4, 13, Delete blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 13, Delete blockname MoveSteering, MoveSteering, Off, MotorPort = 123,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 14, Change Distance CM, Ultrasonic Sensor, Distance CM = 58.8, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 14, Change a, Compare, EqualTo, a = 58.8, b = 26, Result = 0,nan
ExB_grandi_2018_LiceoGalilei4, 14, Change b, Compare, EqualTo, a = 58.8, b = 26, Result = 0,nan
ExB_grandi_2018_LiceoGalilei4, 14, Change type Off, MoveSteering, Off, MotorPort = 123,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 15, Change a, Compare, EqualTo, a = 59, b = 26, Result = 0,nan
ExB_grandi_2018_LiceoGalilei4, 16, Change type GreaterThan, Compare, GreaterThan, a = 61.8, b = 26, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 16, Add blockname MoveSteering, MoveSteering, OnUnlimited, Speed = 10, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei4, 16, Add blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 17, Change a, Compare, GreaterThan, a = 58.8, b = 26, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 18, Change Distance CM, Ultrasonic Sensor, Distance CM = 255, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 18, Change a, Compare, GreaterThan, a = 255, b = 25.5, Result = 0,nan
ExB_grandi_2018_LiceoGalilei4, 18, Change b, Compare, GreaterThan, a = 255, b = 25.5, Result = 0,nan
ExB_grandi_2018_LiceoGalilei4, 18, Change Result, Compare, GreaterThan, a = 255, b = 25.5, Result = 0,nan
ExB_grandi_2018_LiceoGalilei4, 18, Delete blockname MoveSteering, MoveSteering, OnUnlimited, Speed = 10, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei4, 18, Delete blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 19, Change Distance CM, Ultrasonic Sensor, Distance CM = 58.8, Port = 104,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 19, Change a, Compare, GreaterThan, a = 58.8, b = 25.5, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 19, Change Result, Compare, GreaterThan, a = 58.8, b = 25.5, Result = 1,nan
ExB_grandi_2018_LiceoGalilei4, 19, Add blockname MoveSteering, MoveSteering, OnUnlimited, Speed = 10, Steering = 0, MotorPorts = 123,nan
ExB_grandi_2018_LiceoGalilei4, 19, Add blockname CaseSelector, CaseSelector, Boolean,nan,nan,nan,nan
ExB_grandi_2018_LiceoGalilei4, 20, Change Distance CM, Ultrasonic Sensor, Distance CM = 88.3, Port = 104,nan,nan,nan
