Case_Id,Timestamp,Activity,Blockname,Type,1st-param,2st-param,3st-param,4st-param
ExA_grandi_2018_LiceoGalilei1, 13, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 14, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 15, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 16, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 17, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 18, Decrease Seconds, MoveSteering, OnForSeconds, Seconds = 3, Speed = 52, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 18, Decrease Speed, MoveSteering, OnForSeconds, Seconds = 3, Speed = 52, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 19, Increase Speed, MoveSteering, OnForSeconds, Seconds = 3, Speed = 53, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 20, Increase Speed, MoveSteering, OnForSeconds, Seconds = 3, Speed = 58, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 21, Increase Speed, MoveSteering, OnForSeconds, Seconds = 3, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 22, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 23, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 24, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 25, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 26, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 27, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 28, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 29, Decrease Seconds, MoveSteering, OnForSeconds, Seconds = 1.3, Speed = 100, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 29, Increase Speed, MoveSteering, OnForSeconds, Seconds = 1.3, Speed = 100, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 30, No action, MoveSteering, OnForSeconds, Seconds = 1.3, Speed = 100, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 31, No action, MoveSteering, OnForSeconds, Seconds = 1.3, Speed = 100, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1, 32, No action, MoveSteering, OnForSeconds, Seconds = 1.3, Speed = 100, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1_copy, 0, Add blockname MoveSteering, MoveSteering, OnForRotations, Rotations = 5.7875, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1_copy, 0, Add blockname Sound, Sound, Play File, FileName = Motor stop, Volume = 83, Play Type = 0,nan
ExA_grandi_2018_LiceoGalilei1_copy, 1, No action, MoveSteering, OnForRotations, Rotations = 5.7875, Speed = 60, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei1_copy, 1, Increase Volume, Sound, Play File, FileName = Motor stop, Volume = 100, Play Type = 0,nan
ExA_grandi_2018_LiceoGalilei1_copy, 1, Add blockname Sound, Sound, Play File, FileName = Motor start, Volume = 100, Play Type = 0,nan
ExA_grandi_2018_LiceoGalilei2, 0, Add blockname MoveSteering, MoveSteering, OnForSeconds, Seconds = 0.45, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 1, No action, MoveSteering, OnForSeconds, Seconds = 0.45, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 2, No action, MoveSteering, OnForSeconds, Seconds = 0.45, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 3, No action, MoveSteering, OnForSeconds, Seconds = 0.45, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 4, No action, MoveSteering, OnForSeconds, Seconds = 0.45, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 5, Increase Seconds, MoveSteering, OnForSeconds, Seconds = 1.5, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 6, Increase Seconds, MoveSteering, OnForSeconds, Seconds = 3, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 7, Decrease Seconds, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 8, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 9, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 10, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 11, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 12, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 13, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 14, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 15, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 16, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei2, 17, No action, MoveSteering, OnForSeconds, Seconds = 2.8, Speed = 80, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei3, 0, Add blockname Brick Light, Brick Light, On, Colour = 2, Pulse = 1,nan,nan
ExA_grandi_2018_LiceoGalilei3, 0, Add blockname MoveSteering, MoveSteering, OnForSeconds, Seconds = 6, Speed = 32, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei3, 1, No action, Brick Light, On, Colour = 2, Pulse = 1,nan,nan
ExA_grandi_2018_LiceoGalilei3, 1, Increase Seconds, MoveSteering, OnForSeconds, Seconds = 6.5, Speed = 32, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei3, 2, No action, Brick Light, On, Colour = 2, Pulse = 1,nan,nan
ExA_grandi_2018_LiceoGalilei3, 2, No action, MoveSteering, OnForSeconds, Seconds = 6.5, Speed = 32, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei3, 3, No action, Brick Light, On, Colour = 2, Pulse = 1,nan,nan
ExA_grandi_2018_LiceoGalilei3, 3, No action, MoveSteering, OnForSeconds, Seconds = 6.5, Speed = 32, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei3, 4, No action, Brick Light, On, Colour = 2, Pulse = 1,nan,nan
ExA_grandi_2018_LiceoGalilei3, 4, No action, MoveSteering, OnForSeconds, Seconds = 6.5, Speed = 32, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei3, 5, No action, Brick Light, On, Colour = 2, Pulse = 1,nan,nan
ExA_grandi_2018_LiceoGalilei3, 5, No action, MoveSteering, OnForSeconds, Seconds = 6.5, Speed = 32, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei3, 6, No action, Brick Light, On, Colour = 2, Pulse = 1,nan,nan
ExA_grandi_2018_LiceoGalilei3, 6, No action, MoveSteering, OnForSeconds, Seconds = 6.5, Speed = 32, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei4, 0, Add blockname Start Loop Cycle, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 0, Add blockname MoveSteering, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 0, Add blockname EndLoopCycle, EndLoopCycle, TimeCompare Mode, Time = 5,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 1, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 1, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 1, Decrease Time, EndLoopCycle, TimeCompare Mode, Time = 3.6,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 2, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 2, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 2, Decrease Time, EndLoopCycle, TimeCompare Mode, Time = 2.5,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 3, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 3, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 3, No action, EndLoopCycle, TimeCompare Mode, Time = 2.5,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 4, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 4, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 4, Increase Time, EndLoopCycle, TimeCompare Mode, Time = 2.9,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 5, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 5, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 5, No action, EndLoopCycle, TimeCompare Mode, Time = 2.9,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 6, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 6, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 6, Decrease Time, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 7, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 7, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 7, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 8, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 8, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 8, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 9, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 9, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 9, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 10, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 10, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 10, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 11, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 11, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 11, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 12, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 12, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 12, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 13, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 13, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 13, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 14, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 14, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 14, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 15, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 15, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 15, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 16, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 16, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 16, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 17, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 17, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 17, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 18, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 18, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 18, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 19, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 19, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 19, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 20, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei4, 20, No action, MoveSteering, OnUnlimited, Speed = 100, Steering = 0, MotorPorts = 123,nan
ExA_grandi_2018_LiceoGalilei4, 20, No action, EndLoopCycle, TimeCompare Mode, Time = 2.85,nan,nan,nan
ExA_grandi_2018_LiceoGalilei6, 0, Add blockname Start Loop Cycle, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei6, 0, Add blockname MoveSteering, MoveSteering, OnForRotations, Rotations = 5.67, Speed = 100, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei6, 0, Add blockname LoopInterrupt, LoopInterrupt, Number = 1,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei6, 0, Add blockname EndLoopCycle, EndLoopCycle, Unlimited Mode,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei6, 1, No action, Start Loop Cycle, Index = 0,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei6, 1, No action, MoveSteering, OnForRotations, Rotations = 5.67, Speed = 100, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei6, 1, No action, LoopInterrupt, Number = 1,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei6, 1, No action, EndLoopCycle, Unlimited Mode,nan,nan,nan,nan
ExA_grandi_2018_LiceoGalilei7, 0, Add blockname MoveSteering, MoveSteering, OnForSeconds, Seconds = 5, Speed = 75, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 1, Decrease Speed, MoveSteering, OnForSeconds, Seconds = 5, Speed = 17, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 2, Increase Seconds, MoveSteering, OnForSeconds, Seconds = 7, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 2, Increase Speed, MoveSteering, OnForSeconds, Seconds = 7, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 3, No action, MoveSteering, OnForSeconds, Seconds = 7, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 4, Decrease Seconds, MoveSteering, OnForSeconds, Seconds = 4, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 5, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 6, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 7, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 8, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 9, No action, MoveSteering, OnForSeconds, Seconds = 4, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 10, Increase Seconds, MoveSteering, OnForSeconds, Seconds = 6, Speed = 70, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 10, Increase Speed, MoveSteering, OnForSeconds, Seconds = 6, Speed = 70, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 11, Decrease Seconds, MoveSteering, OnForSeconds, Seconds = 5, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 11, Decrease Speed, MoveSteering, OnForSeconds, Seconds = 5, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 12, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 13, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 14, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 15, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 30, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 16, Decrease Seconds, MoveSteering, OnForSeconds, Seconds = 3, Speed = 75, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 16, Increase Speed, MoveSteering, OnForSeconds, Seconds = 3, Speed = 75, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 17, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 75, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 18, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 75, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 19, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 75, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 20, No action, MoveSteering, OnForSeconds, Seconds = 3, Speed = 75, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 21, Increase Seconds, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 21, Decrease Speed, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 22, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 23, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 24, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 25, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 26, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 27, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 28, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 29, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 30, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 31, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 32, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 33, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 34, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 35, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 36, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 37, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 38, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoGalilei7, 39, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 40, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoVoltaFellini10G, 0, Add blockname MoveSteering, MoveSteering, OnForSeconds, Seconds = 5, Speed = 50, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoVoltaFellini10G, 1, No action, MoveSteering, OnForSeconds, Seconds = 5, Speed = 50, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoVoltaFellini10G, 2, Change type OnForRotations, MoveSteering, OnForRotations, Rotations = 29, Speed = 50, Steering = 0, MotorPorts = 123
ExA_grandi_2018_LiceoVoltaFellini10G, 3, Change type OnForSeconds, MoveSteering, OnForSeconds, Seconds = 4.11, Speed = 50, Steering = 0, MotorPorts = 123
